epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,9.73589,0,22.6399,0,0.65799,0.7,0.69018,0.34245,1.96659,1.73176,1.45393,1.83571e-05,1.83571e-05,1.83571e-05
21,10.397,0,20.9457,0,0.68535,0.65604,0.70307,0.36159,1.94879,1.72147,1.44668,1.90876e-05,1.90876e-05,1.90876e-05
22,10.8674,0,14.7901,0,0.68535,0.65604,0.70307,0.36159,1.94879,1.72147,1.44668,1.97946e-05,1.97946e-05,1.97946e-05
23,11.3876,0,16.476,0,0.68567,0.65702,0.69108,0.35244,1.98104,1.70391,1.46186,2.0478e-05,2.0478e-05,2.0478e-05
24,11.8352,0,15.9194,0,0.68567,0.65702,0.69108,0.35244,1.98104,1.70391,1.46186,2.11379e-05,2.11379e-05,2.11379e-05
25,12.3369,0,13.5105,0,0.66847,0.6054,0.68504,0.35045,1.96807,1.70151,1.4618,2.17741e-05,2.17741e-05,2.17741e-05
26,12.7838,0,10.3173,0,0.66847,0.6054,0.68504,0.35045,1.96807,1.70151,1.4618,2.23869e-05,2.23869e-05,2.23869e-05
27,13.4747,0,9.20979,0,0.63603,0.52647,0.66678,0.33259,2.01848,1.70034,1.4907,2.2976e-05,2.2976e-05,2.2976e-05
28,13.9358,0,12.5722,0,0.63603,0.52647,0.66678,0.33259,2.01848,1.70034,1.4907,2.35417e-05,2.35417e-05,2.35417e-05
29,14.4156,0,12.2317,0,0.63741,0.5,0.65906,0.34109,2.03558,1.70398,1.50205,2.40837e-05,2.40837e-05,2.40837e-05
30,14.8623,0,9.28095,0,0.63741,0.5,0.65906,0.34109,2.03558,1.70398,1.50205,2.46022e-05,2.46022e-05,2.46022e-05
31,15.3429,0,15.1636,0,0.68756,0.5,0.662,0.34261,1.99613,1.71086,1.47919,2.50971e-05,2.50971e-05,2.50971e-05
32,15.8019,0,11.0403,0,0.68756,0.5,0.662,0.34261,1.99613,1.71086,1.47919,2.55685e-05,2.55685e-05,2.55685e-05
33,16.2822,0,9.25257,0,0.6983,0.46642,0.6514,0.33861,2.02939,1.7384,1.49828,2.60163e-05,2.60163e-05,2.60163e-05
34,16.7743,0,8.74842,0,0.6983,0.46642,0.6514,0.33861,2.02939,1.7384,1.49828,2.64405e-05,2.64405e-05,2.64405e-05
35,17.2634,0,8.54356,0,0.78404,0.4,0.64778,0.32946,2.06047,1.75767,1.51057,2.68412e-05,2.68412e-05,2.68412e-05
36,17.7319,0,6.20096,0,0.78404,0.4,0.64778,0.32946,2.06047,1.75767,1.51057,2.72183e-05,2.72183e-05,2.72183e-05
37,18.2091,0,6.86023,0,0.85777,0.4,0.65144,0.33479,2.04846,1.80428,1.50876,2.75718e-05,2.75718e-05,2.75718e-05
38,18.6762,0,10.9035,0,0.85777,0.4,0.65144,0.33479,2.04846,1.80428,1.50876,2.79018e-05,2.79018e-05,2.79018e-05
39,19.3676,0,6.35079,0,0.97333,0.4,0.65724,0.32009,2.06684,1.83037,1.52115,2.82082e-05,2.82082e-05,2.82082e-05
40,19.827,0,7.28942,0,0.97333,0.4,0.65724,0.32009,2.06684,1.83037,1.52115,2.84911e-05,2.84911e-05,2.84911e-05
41,20.354,0,5.26395,0,1,0.38246,0.64971,0.32102,2.07929,1.90747,1.52508,2.87504e-05,2.87504e-05,2.87504e-05
42,21.0957,0,6.05994,0,1,0.38246,0.64971,0.32102,2.07929,1.90747,1.52508,2.89861e-05,2.89861e-05,2.89861e-05
43,22.8119,0,7.65354,0,1,0.3282,0.63558,0.31448,2.08053,1.95842,1.52771,2.91983e-05,2.91983e-05,2.91983e-05
44,23.5323,0,6.84434,0,1,0.3282,0.63558,0.31448,2.08053,1.95842,1.52771,2.93869e-05,2.93869e-05,2.93869e-05
45,24.2024,0,4.38709,0,1,0.29891,0.56514,0.29727,2.04322,1.94346,1.5088,2.9552e-05,2.9552e-05,2.9552e-05
46,24.6557,0,4.32386,0,1,0.29891,0.56514,0.29727,2.04322,1.94346,1.5088,2.96935e-05,2.96935e-05,2.96935e-05
47,25.147,0,4.93083,0,1,0.28848,0.50753,0.28246,2.06688,2.03678,1.52162,2.98114e-05,2.98114e-05,2.98114e-05
48,25.5939,0,4.31155,0,1,0.28848,0.50753,0.28246,2.06688,2.03678,1.52162,2.99058e-05,2.99058e-05,2.99058e-05
49,26.283,0,3.91141,0,1,0.28187,0.48155,0.26345,2.08181,2.14047,1.5307,2.99766e-05,2.99766e-05,2.99766e-05
50,26.7175,0,5.11301,0,1,0.28187,0.48155,0.26345,2.08181,2.14047,1.5307,3.00238e-05,3.00238e-05,3.00238e-05
51,27.2101,0,3.64381,0,1,0.27471,0.41448,0.24746,2.0863,2.24595,1.53435,3.00475e-05,3.00475e-05,3.00475e-05
52,27.66,0,3.05543,0,1,0.27471,0.41448,0.24746,2.0863,2.24595,1.53435,3.00476e-05,3.00476e-05,3.00476e-05
53,28.1251,0,3.25237,0,1,0.27471,0.41448,0.24746,2.0863,2.24595,1.53435,3.00242e-05,3.00242e-05,3.00242e-05
54,28.595,0,2.70759,0,0.95759,0.2,0.3271,0.19907,2.11822,2.39023,1.5529,2.99772e-05,2.99772e-05,2.99772e-05
55,29.041,0,3.46908,0,0.95759,0.2,0.3271,0.19907,2.11822,2.39023,1.5529,2.99066e-05,2.99066e-05,2.99066e-05
56,29.6229,0,2.94836,0,0.95759,0.2,0.3271,0.19907,2.11822,2.39023,1.5529,2.98125e-05,2.98125e-05,2.98125e-05
57,30.1409,0,2.50837,0,0.95787,0.2,0.29316,0.18611,2.10437,2.4597,1.55628,2.96948e-05,2.96948e-05,2.96948e-05
58,30.5857,0,2.38531,0,0.95787,0.2,0.29316,0.18611,2.10437,2.4597,1.55628,2.95535e-05,2.95535e-05,2.95535e-05
59,31.0392,0,2.28677,0,0.95787,0.2,0.29316,0.18611,2.10437,2.4597,1.55628,2.93887e-05,2.93887e-05,2.93887e-05
60,31.5607,0,2.43987,0,0.95413,0.2,0.27826,0.17825,2.13699,2.59738,1.57613,2.92003e-05,2.92003e-05,2.92003e-05
61,32.2387,0,2.06621,0,0.95413,0.2,0.27826,0.17825,2.13699,2.59738,1.57613,2.89884e-05,2.89884e-05,2.89884e-05
62,32.7039,0,2.38394,0,0.95413,0.2,0.27826,0.17825,2.13699,2.59738,1.57613,2.87529e-05,2.87529e-05,2.87529e-05
63,33.2015,0,3.12796,0,0.95096,0.2,0.28197,0.18129,2.15027,2.66402,1.57848,2.84938e-05,2.84938e-05,2.84938e-05
64,33.701,0,2.09924,0,0.95096,0.2,0.28197,0.18129,2.15027,2.66402,1.57848,2.82112e-05,2.82112e-05,2.82112e-05
65,34.3079,0,2.73133,0,0.95096,0.2,0.28197,0.18129,2.15027,2.66402,1.57848,2.7905e-05,2.7905e-05,2.7905e-05
66,34.9998,0,2.00758,0,0.95141,0.2,0.28452,0.19183,2.17288,2.76709,1.59606,2.75753e-05,2.75753e-05,2.75753e-05
67,35.6539,0,1.97823,0,0.95141,0.2,0.28452,0.19183,2.17288,2.76709,1.59606,2.7222e-05,2.7222e-05,2.7222e-05
68,36.3291,0,2.86475,0,0.95141,0.2,0.28452,0.19183,2.17288,2.76709,1.59606,2.68451e-05,2.68451e-05,2.68451e-05
69,37.0717,0,1.73282,0,1,0.25693,0.41336,0.24587,2.15137,2.83533,1.5867,2.64447e-05,2.64447e-05,2.64447e-05
70,37.7977,0,1.91657,0,1,0.25693,0.41336,0.24587,2.15137,2.83533,1.5867,2.60207e-05,2.60207e-05,2.60207e-05
71,38.2947,0,1.96234,0,1,0.25693,0.41336,0.24587,2.15137,2.83533,1.5867,2.55731e-05,2.55731e-05,2.55731e-05
72,38.8004,0,1.79681,0,1,0.25135,0.39552,0.24431,2.15997,2.929,1.58751,2.5102e-05,2.5102e-05,2.5102e-05
73,39.2375,0,1.64859,0,1,0.25135,0.39552,0.24431,2.15997,2.929,1.58751,2.46073e-05,2.46073e-05,2.46073e-05
74,39.8941,0,1.76947,0,1,0.25135,0.39552,0.24431,2.15997,2.929,1.58751,2.40891e-05,2.40891e-05,2.40891e-05
75,40.3707,0,1.55269,0,1,0.24412,0.37678,0.24673,2.1667,3.03601,1.59734,2.35472e-05,2.35472e-05,2.35472e-05
76,40.8354,0,1.58267,0,1,0.24412,0.37678,0.24673,2.1667,3.03601,1.59734,2.29819e-05,2.29819e-05,2.29819e-05
77,41.2824,0,1.9194,0,1,0.24412,0.37678,0.24673,2.1667,3.03601,1.59734,2.23929e-05,2.23929e-05,2.23929e-05
78,41.7686,0,1.60296,0,1,0.23389,0.44648,0.26476,2.14878,3.14926,1.58734,2.17805e-05,2.17805e-05,2.17805e-05
79,42.2353,0,1.61501,0,1,0.23389,0.44648,0.26476,2.14878,3.14926,1.58734,2.11444e-05,2.11444e-05,2.11444e-05
80,42.6967,0,1.63828,0,1,0.23389,0.44648,0.26476,2.14878,3.14926,1.58734,2.04848e-05,2.04848e-05,2.04848e-05
81,43.1881,0,1.42094,0,0.92153,0.2,0.44364,0.27123,2.14344,3.27222,1.58975,1.98016e-05,1.98016e-05,1.98016e-05
82,43.6462,0,1.29917,0,0.92153,0.2,0.44364,0.27123,2.14344,3.27222,1.58975,1.90949e-05,1.90949e-05,1.90949e-05
83,44.1335,0,1.30054,0,0.92153,0.2,0.44364,0.27123,2.14344,3.27222,1.58975,1.83646e-05,1.83646e-05,1.83646e-05
84,44.6402,0,1.62429,0,0.8778,0.2,0.45813,0.28163,2.13911,3.37683,1.60402,1.76107e-05,1.76107e-05,1.76107e-05
85,45.1181,0,1.32076,0,0.8778,0.2,0.45813,0.28163,2.13911,3.37683,1.60402,1.68333e-05,1.68333e-05,1.68333e-05
86,45.7793,0,1.29372,0,0.8778,0.2,0.45813,0.28163,2.13911,3.37683,1.60402,1.60323e-05,1.60323e-05,1.60323e-05
87,46.2431,0,1.36243,0,0.8778,0.2,0.45813,0.28163,2.13911,3.37683,1.60402,1.52077e-05,1.52077e-05,1.52077e-05
88,46.7205,0,1.41796,0,0.89555,0.2,0.39174,0.25827,2.12376,3.51368,1.61141,1.43596e-05,1.43596e-05,1.43596e-05
89,47.1893,0,1.35711,0,0.89555,0.2,0.39174,0.25827,2.12376,3.51368,1.61141,1.34879e-05,1.34879e-05,1.34879e-05
90,47.6509,0,1.32413,0,0.89555,0.2,0.39174,0.25827,2.12376,3.51368,1.61141,1.25927e-05,1.25927e-05,1.25927e-05
91,49.1648,0,1.23593,0,0.89555,0.2,0.39174,0.25827,2.12376,3.51368,1.61141,1.16739e-05,1.16739e-05,1.16739e-05
92,50.0284,0,1.38625,0,0.87501,0.2,0.34864,0.24263,2.1251,3.61509,1.62493,1.07315e-05,1.07315e-05,1.07315e-05
93,50.7677,0,1.31243,0,0.87501,0.2,0.34864,0.24263,2.1251,3.61509,1.62493,9.76562e-06,9.76562e-06,9.76562e-06
94,51.4938,0,1.42613,0,0.87501,0.2,0.34864,0.24263,2.1251,3.61509,1.62493,8.77613e-06,8.77613e-06,8.77613e-06
95,52.0272,0,1.31142,0,0.87501,0.2,0.34864,0.24263,2.1251,3.61509,1.62493,7.76308e-06,7.76308e-06,7.76308e-06
96,52.5392,0,1.27199,0,0.80456,0.2,0.28261,0.19967,2.11673,3.6258,1.59607,6.72648e-06,6.72648e-06,6.72648e-06
97,53.002,0,1.30945,0,0.80456,0.2,0.28261,0.19967,2.11673,3.6258,1.59607,5.6663e-06,5.6663e-06,5.6663e-06
98,53.7742,0,1.33694,0,0.80456,0.2,0.28261,0.19967,2.11673,3.6258,1.59607,4.58257e-06,4.58257e-06,4.58257e-06
99,54.2415,0,1.31898,0,0.80456,0.2,0.28261,0.19967,2.11673,3.6258,1.59607,3.47528e-06,3.47528e-06,3.47528e-06
100,54.7519,0,1.26528,0,0.19472,0.5,0.28829,0.20312,2.08284,3.56404,1.58992,2.34442e-06,2.34442e-06,2.34442e-06
